@relation play_store_comments
@attribute ps_class {mauvais, neutre, bien}
@attribute text String
@data
mauvais, 'double météo jour être avoir foi|fois jour semaine faire météo jour durer '
mauvais, 'bon application application rencontrer moi|mois coup '
mauvais, 'beau craquer commentaire obligation fréquent rentrer application mise jour météo sympa photo être surprenant montagne campagne récurrence ville vouloir dernier temps jour météo choix ville devenir lourd '
mauvais, 'devenir importer être parfaire ville changer pub '
bien, 'photo pouvoir être photo arrière plan correspondre photo prendre ville '
mauvais, 'pire pire dernier météo ville enregistrer apparition pub an bon loyal service passer autre '
bien, 'météo indisponible commentaire adorer application rester modèle genre semaine avoir ville météo être être étrange être autre même ville poser souci mériter '
bien, 'simple ajout ville savoir faire météo être disponible afficher savoir '
mauvais, 'apparition pub suite mise jour avoir pub apparaître plein milieu cadre pub être énorme taille '
bien, 'dernier mise jour ajouter notification '
bien, 'plaire adorer être adapter lieu résidence photo fond écran magnifique prévision heure heure être précieux jour fiabilité être fait correct rendre application œil indispensable travail '
mauvais, 'terrible mise jour avoir importer météo photo fiable tous '
bien, 'commentaire interruption intermittence application rester utile merci équipe '
neutre, 'dommage commentaire recherche lieu fonctionner être cas été rester impossible trier lieu convenance ordre affichage être fixe '
mauvais, 'récurrent mettre avoir jour évaluation suivre|être passer avoir même jour afficher double lundi lundi mardi mardi '
mauvais, 'commentaire systématique jour double don météo inutilisable '
mauvais, 'être début fonctionner tout interface impossible retrouver concurrent fil mise jour stabilité être dégrader pouvoir avoir accès météo an bon loyal service profit fonctionner étoile application devenir inutilisable être haut qualité '
mauvais, 'être devenir beau merde dire être meilleur météo moi|mois être devenir merde nom pub être vrai être pauvre comparer '
neutre, 'temps afficher raison forcer utiliser autre application avoir prévision météo tableau jour passer indiquer skip option note pouvoir ordonnancer ville avoir être option intéressant '
neutre, 'application pratique lenteur mise avoir jour disponible minuit '
mauvais, 'pub envahissant grave retour arrière pub plein milieu application '
mauvais, 'commentaire vouloir ville marcher foi|fois mort pareil autre ville '
neutre, 'fiabilité revoir bon général niveau localisation être pouvoir dire habiter doit être kilomètre cher moi foi|fois kilomètre dur moment '
mauvais, 'fonctionner dommage être bon application semaine donner météo ville enregistrer '
neutre, 'pub solution trouver météo pub gâcher esthétique application problème météo disponible être régler supprimer ville ajouter nouveau '
mauvais, 'commentaire pouvoir voir météo ville avoir installer décevant fonctionner super être dommage espérer pouvoir nouveau utiliser avoir ciel bleu magnifique indication être couvrir être informer '
bien, 'commentaire trouver application génial donner temps faire jour village ville demander '
mauvais, 'publicité être parfaire dernier mise jour sérieux être impossible avoir bête météo pub '
mauvais, 'mettre jour problème jour heure double apparaître faire part tourner pousse toucher fric pub '
bien, 'météo génial pouvoir avoir animation style pleuvoir voir pluie tomber écran être '
mauvais, 'commentaire avoir temps aimer application être fiable pub indésirable demander jour souhaiter température journée photo '
neutre, 'décevoir ville origine fonctionner donnée autre ville être accessible '
mauvais, 'pub plupart ville enregistrer donner météo compter gros pub moche moquer '
bien, 'dommage sembler résoudre merci '
mauvais, 'météo fantaisiste ville enregistrer mettre jour degré annoncer côte basque faire degré revoir '
neutre, 'commentaire portable suivre|être '
bien, 'commentaire bon '
bien, 'commentaire bon application '
bien, 'commentaire adorer '
bien, 'commentaire '
bien, 'mettre étoile avoir besoin chose montage être charger avouer falloir rajouter autocollant être super pub '
neutre, 'avoir application faire montage faire faire problème mole avoir truc avoir faire '
bien, 'mettre pub être facteur rédhibitoire '
mauvais, 'commentaire détester avoir foi|fois aller '
mauvais, 'nul commentaire impossible ajouter photo saoul '
bien, 'commentaire pouvoir mettre amour même photo avoir moi '
bien, 'parfait application vrai génial '
bien, 'être pub '
bien, 'avoir ancien montage trouver avoir coter la '
neutre, 'avoir chose falloir façon '
bien, 'super être super mettre étoile pouvoir avoir chose conseil petit montage sympa '
mauvais, 'commentaire pouvoir enregistrer être nul '
bien, 'être pouvoir faire vouloir être parfait être chercher '
neutre, 'pouvoir tourner photo '
mauvais, 'commentaire vouloir mettre photo revenir début plante '
bien, 'super avoir falloir '
bien, 'photo collage éditeur excellent résultat facile avoir utiliser '
bien, 'commentaire cool '
bien, 'être génial foi|fois '
neutre, 'être avoir mal avoir trouver photo '
bien, 'super conseiller '
bien, 'commentaire application être super conseiller '
mauvais, 'pouvoir cadre texte pas photo '
bien, 'chouette adorer '
neutre, 'simple avoir utiliser '
bien, 'commentaire cool '
bien, 'super être continuer '
bien, 'commentaire bien simple connexion aimer '
bien, 'commentaire bon application foi|fois '
bien, 'commentaire cool '
bien, 'papa '
bien, 'commentaire superbe pub '
bien, 'in box dire '
neutre, 'faire amuser '
bien, 'cool adorer avoir '
bien, 'application parfaire être vouloir personnaliser déverrouillage origine '
bien, 'trop part super ami demander '
bien, 'super commentaire super bon conseil avoir monde gratuit choix '
bien, 'juste bon recommander '
bien, 'énorme goût être top '
bien, 'parfaire commentaire être perfection recommander '
bien, 'super aller être '
bien, 'super faire '
bien, 'super '
bien, 'parfait commentaire adorer '
bien, 'commentaire super application conseiller '
bien, 'parfait conseiller avoir monde '
bien, ''
bien, 'super '
bien, 'aimer '
bien, 'top '
bien, 'commentaire parfait '
bien, 'commentaire '
bien, 'commentaire adorer '
bien, 'merveilleux commentaire super avoir juste être mot passe pouvoir chiffre parfait '
bien, 'commentaire cool '
bien, 'commentaire '
neutre, 'super commentaire super suivre|être satisfaire '
bien, 'aide commentaire savoir faire faire sorte recevoir notification être marquer fond verrouillage avoir dire faire '
bien, 'commentaire adorer '
bien, 'superbe avoir chance avoir fond|fonds écran permettre problème étoile illuminer store être jour modification police date être possible '
bien, 'bon étoiler avoir possibilité modifier affichage date '
bien, 'nickel libre '
bien, 'génial conseiller avoir application '
bien, 'super être parfaire libre personnalisation adorer '
bien, 'lover job '
bien, 'commentaire '
bien, 'parfait plein choix déverrouillage super '
bien, 'commentaire super '
bien, 'commentaire user batterie super application '
bien, 'commentaire '
bien, 'application bon application conseiller être gratuit '
bien, 'merveilleux application être fiable être révélation donner rien être parfait '
bien, 'commentaire aimer avoir choix parfaire '
bien, 'commentaire super mise avoir jour voir écran icone verrouillage rigolote merci '
neutre, 'tri taille fonctionner aller '
mauvais, 'commentaire inexistant commander annuler explication commander '
neutre, 'gros écart rapport site être possibilité filtrage article application mobile être limiter dommage '
bien, 'manquer accès aide différent taille '
mauvais, 'nul commentaire fringues merde vendre fric fou '
bien, 'impeccable commentaire facile utiliser interface clair efficace commande passer problème colis recevoir temps heure joli promo produit qualité parfait '
bien, 'lover commentaire top '
bien, 'commentaire super '
bien, 'beau article '
bien, 'nickel application simple intuitif ergonomique recommander '
bien, 'être bon '
bien, 'cool merci '
bien, 'génial commentaire facile complet fiable adorer '
bien, 'commentaire top '
bien, 'commentaire adorer '
bien, 'commentaire super '
bien, 'commentaire '
bien, 'parfait être super refléter site dire fringues merde vendre fric fou être peine rager avoir argent être jaloux faute avoir avoir rater avoir merde '
bien, 'super application choix '
mauvais, 'erreur comptabilité tablette problème erreur subsister démarrage application '
neutre, 'présent catégorie homme filtre taille sembler fonctionner affiche coup produit disponible '
mauvais, 'commentaire avoir joli boucle oreille avoir '
bien, 'cool commentaire vouloir '
mauvais, 'beau application planter temps retourner '
bien, 'être super être magnifique application pouvoir faire opération site concevoir design fluidité cool '
bien, 'commentaire planter pipe '
neutre, 'prix commentaire fringuer belle être '
bien, 'top commentaire avoir avoir problème fonctionner '
bien, 'génial commentaire être petit être pratique conseiller '
